frame,divergence_max,divergence_rms,kinetic_energy,vorticity,measured_cells,mass,mass_inside,centroid_m,top_m,outflow_rate
1,0.000014136234995021368,0.0000024994167427228436,0.00000001841561763803835,0.00013169549667653863,65172,0.0013967718817333658,0.0013967718817333658,0.30003397923384206,0.44921875,0
2,0.000015093013644218445,0.0000026296238064005407,0.00000016653493961504075,0.0004478281066746447,65648,0.002793543378351006,0.002793543378351006,0.3001241294550008,0.44921875,0
3,0.000018600374460220337,0.0000028795112144030995,0.0000006724306546490439,0.001183021778918344,66836,0.004190315121915848,0.004190315121915848,0.3002990461244316,0.44921875,0
4,0.00001853130447670992,0.000003039103490080797,0.0000018773269041934996,0.002390707217474924,67760,0.005587086737645401,0.005587086737645401,0.3005866170082186,0.44921875,0
5,0.00002006220506700629,0.0000032202207103597388,0.0000042550796149479265,0.004192450819980731,68896,0.006983858811333347,0.006983858811333347,0.3010145396582562,0.44921875,0
6,0.000024798326194286346,0.0000034910252681109358,0.00000840620894139274,0.0065772202959694685,70132,0.008380629661670611,0.008380629661670611,0.30161304061322897,0.44921875,0
7,0.000027060508728027344,0.000003922165651035064,0.000015042631810293612,0.009261693067726744,71064,0.009777401830578871,0.009777401830578871,0.30241468530995025,0.44921875,0
8,0.00003057718276977539,0.000004360498699263931,0.000025071557998030365,0.012473120474701562,72296,0.011174172630432471,0.011174172630432471,0.30345500164842926,0.44921875,0
9,0.00003440678119659424,0.000004828729250044137,0.00003946201000775604,0.01616708047966634,73580,0.012570944025125451,0.012570944025125451,0.3047687766688235,0.44921875,0
10,0.00003381496026122477,0.00000527983050393116,0.000059416519038324095,0.020506321848074924,74984,0.013967715126355076,0.013967715126355076,0.3063954591492015,0.44921875,0
11,0.00004397728389449185,0.000005882649742731784,0.00008620345284736173,0.025565691613686155,76472,0.015364487805373101,0.015364487805373101,0.30838327644128405,0.45703125,0
12,0.00004875287413597107,0.000006608157537302607,0.00012135349287005675,0.03159917450886189,78120,0.01676125944560538,0.01676125944560538,0.3107826736602979,0.45703125,0
13,0.00005543231964111328,0.0000073893202794500745,0.00016661924049424177,0.03906861390014959,79988,0.018158029396049904,0.018158029396049904,0.31364517842261586,0.45703125,0
14,0.00005659518137690611,0.000008230012071217206,0.0002232965971261815,0.046917700642683344,81708,0.01955480104077688,0.01955480104077688,0.3170080125228615,0.46484375,0
15,0.00006219490933290217,0.000009012241010698404,0.00029379282904119265,0.056462772947149326,83884,0.020951571734517067,0.020951571734517067,0.32089607815989923,0.46484375,0
16,0.00008195877853722777,0.000009922640882824336,0.0003805495779003137,0.0679324092764434,86356,0.022348345061678793,0.022348345061678793,0.3253091900463825,0.47265625,0
17,0.00008057798549998552,0.000011003075973273445,0.00048643401275348273,0.08179295681487717,89128,0.02374511848010772,0.02374511848010772,0.33024525507745883,0.47265625,0
18,0.00012634958693524823,0.000012510488704667157,0.0006115525631839241,0.09522180887380101,91640,0.02514188995645379,0.02514188995645379,0.33571070008989035,0.48046875,0
19,0.00017797685086407,0.000014769971280305677,0.0007592218628634545,0.10911123561540131,94336,0.026538661498217105,0.026538661498217105,0.3417065321395921,0.48828125,0
20,0.00019477996647765394,0.000016685508399254167,0.0009318544719367721,0.12413111646322886,97184,0.027935433570303335,0.027935433570303335,0.3482339632409865,0.48828125,0
21,0.0002330929137315252,0.000018805670663593776,0.0011303420058182548,0.1391713291292906,99940,0.029332207205776232,0.029332207205776232,0.35529407513319206,0.49609375,0
22,0.00023017694184090942,0.000020936027880995738,0.001356349915216408,0.15460400379792774,102888,0.030728978850677272,0.030728978850677272,0.36288153883637436,0.50390625,0
23,0.00028133392333984375,0.00002416053863667515,0.001610800047915219,0.1713433455001792,105756,0.03212575396253822,0.03212575396253822,0.370986777852224,0.51171875,0
24,0.00033855438232421875,0.000029016549319330753,0.0018918520917816965,0.18704401607469767,108536,0.0335225283300683,0.0335225283300683,0.37959006765455894,0.51953125,0
25,0.0003139972686767578,0.00003232607286428506,0.0022017268599679373,0.2026386800196736,111392,0.03491930148433349,0.03491930148433349,0.38867022793902356,0.52734375,0
26,0.0005161680383025669,0.00003717751040143827,0.0025364338108306646,0.21804577641942066,114104,0.036316074553049464,0.036316074553049464,0.39818917322626063,0.53515625,0
27,0.0005185629779589362,0.000040542055825692104,0.0028960113092520606,0.23469819142444542,116944,0.03771284472740321,0.03771284472740321,0.4081057813885311,0.54296875,0
28,0.0005970001220703125,0.00004424132636037327,0.0032775395302224583,0.2518402905867124,119964,0.03910961453499098,0.03910961453499098,0.41835987728191765,0.55078125,0
29,0.000579833984375,0.000051822565961485386,0.003664493938491647,0.2681763042341652,122628,0.04050638545380766,0.04050638545380766,0.42886917357789606,0.55859375,0
30,0.0008352607474080287,0.00005690836742753444,0.004063897142291044,0.28503152545177834,125740,0.04190315467862581,0.04190315467862581,0.4395202811664353,0.57421875,0
31,0.0005526542663574219,0.00006211339824382472,0.004468940988015189,0.3016063377353709,129092,0.04329992778998942,0.04329992778998942,0.4501649373977967,0.58203125,0
32,0.0007658934991923161,0.00006888901937868755,0.004872019006275678,0.3174709517643636,132520,0.044696704105823576,0.044696704105823576,0.4606876328367611,0.59765625,0
33,0.0007851513510104269,0.00007158681089426622,0.005253336350289121,0.3314822202332414,135752,0.04609347015057249,0.04609347015057249,0.470956748073335,0.60546875,0
34,0.0006809234619140625,0.00007532649220344726,0.005616712283592781,0.34911327019281824,139328,0.04749024287932094,0.04749024287932094,0.48088204015654085,0.62109375,0
35,0.00093841552734375,0.00007744840183789993,0.005940423911315855,0.36696544390865066,142832,0.04888701415424324,0.04888701415424324,0.49043574876820406,0.62890625,0
36,0.0012568273377837613,0.00008118884291996683,0.0061970831485853774,0.38646120286093105,145916,0.050283790145424154,0.050283790145424154,0.49958925153067574,0.64453125,0
37,0.0018626092933118343,0.00008689969948767805,0.006387597440583117,0.4074325384646668,148820,0.051680562647008675,0.051680562647008675,0.5083673472191719,0.66015625,0
38,0.001689910888671875,0.00009327174295707082,0.006545855285452361,0.4346911503064884,152116,0.05307733350417094,0.05307733350417094,0.5168505263054217,0.66796875,0
39,0.002315521240234375,0.00009378424553164258,0.006629442909264665,0.46554890309385466,155524,0.054474103895101676,0.054474103895101676,0.5251149049710251,0.68359375,0
40,0.0024416101223323494,0.0001220534188418436,0.006657787498029716,0.4958120206911187,158576,0.055870876680486375,0.055870876680486375,0.533141840639227,0.69140625,0
