frame,divergence_max,divergence_rms,kinetic_energy,vorticity,measured_cells,mass,mass_inside,centroid_m,top_m,outflow_rate
1,0.000002332026895146555,0.0000004781501029073976,0.000019173187885715677,0.000080502425211479,754,0.0014042982767407395,0.0014042982767407395,0.2999307849908274,0.453125,0
2,0.000002485875995716924,0.00000047143499736707443,0.00008380522634345155,0.0004590951320866804,858,0.0028085967377807657,0.0028085967377807657,0.3000175736709608,0.453125,0
3,0.0000023668661128795065,0.00000045328897137323546,0.00019678682780732983,0.0011149243129998016,932,0.004212894594118001,0.004212894594118001,0.30017854346800454,0.453125,0
4,0.0000026459992170657642,0.00000047683688311880076,0.0003487429905675627,0.0019969310818950454,966,0.005617192939633487,0.005617192939633487,0.30042271739853005,0.453125,0
5,0.000002677307691101305,0.00000047174737076510905,0.0005774666598743641,0.0033367114393949783,1064,0.007021491383480362,0.007021491383480362,0.300794057170683,0.453125,0
6,0.0000028270024188259413,0.0000004815503825601721,0.0008594989202950895,0.005106704640991988,1142,0.008425790310150753,0.008425790310150753,0.30131140070416995,0.453125,0
7,0.0000026805272455021623,0.0000005798657246470809,0.0011836248757753015,0.007287532830206471,1200,0.009830088114960507,0.009830088114960507,0.30198188033813145,0.453125,0
8,0.000003989159949924215,0.0000006115690667064554,0.0016068899248947457,0.009949684525268582,1294,0.011234386569011252,0.011234386569011252,0.3028061476038781,0.453125,0
9,0.000003650592731219149,0.0000006144039857914224,0.0020523256512941226,0.012777874217194106,1354,0.012638683583865816,0.012638683583865816,0.3038034335554066,0.453125,0
10,0.000004078888977687711,0.0000006432526107723548,0.0025628925033229664,0.01626423338260833,1420,0.014042980113669546,0.014042980113669546,0.30500398902245746,0.453125,0
11,0.000004146524815951125,0.0000006515693422337196,0.0032031628449205977,0.02031914921766515,1520,0.01544727700647728,0.01544727700647728,0.30640999819263204,0.453125,0
12,0.000004767912287206855,0.0000006463246113457591,0.003932718146271338,0.025795146779988277,1624,0.016851574034946897,0.016851574034946897,0.3080171882854413,0.453125,0
13,0.000004392920345708262,0.0000006963724412669168,0.004717751114853859,0.03154138500686443,1718,0.01825587264748067,0.01825587264748067,0.30982469575547666,0.453125,0
14,0.0000053079420467838645,0.0000007044411758623315,0.005625937771312131,0.03789587632900259,1830,0.019660172950601025,0.019660172950601025,0.3118416010940713,0.453125,0
15,0.0000050384842325001955,0.0000007402536269412678,0.006673228875201849,0.04423709502785791,1958,0.021064471609210034,0.021064471609210034,0.31405523494678567,0.453125,0
16,0.00000533923230250366,0.0000008164952708084349,0.007741340297805544,0.049929823906847394,2066,0.022468770332441174,0.022468770332441174,0.31645284647158706,0.453125,0
