frame,divergence_max,divergence_rms,kinetic_energy,vorticity,measured_cells,mass,mass_inside,centroid_m,top_m,outflow_rate,fuel_mass,flame_volume
1,0.0023480653762817383,0.00044991528520613204,0.0000428141291377666,0.0000000014106209709069785,460,0.00012826959311951214,0.00012826959311951214,0.2985013940520446,0.453125,0,0.030271522322436795,0.0328369140625
2,0.0002444107085466385,0.00005510206166833734,0.0002247844373975929,0.0075071043545872655,608,0.0002563333561724952,0.0002563333561724952,0.3001030967405622,0.453125,0,0.06049446880837417,0.0421142578125
3,0.0003873109817504883,0.00008026246480509026,0.0006891588701827762,0.05006494956488168,796,0.0004177302508824865,0.0004177302508824865,0.3145143365761447,0.453125,0,0.09019517491712739,0.044097900390625
4,0.0005105063319206238,0.00010560770235192801,0.0019616151130377466,0.1494082131607686,1004,0.000588789708087175,0.000588789708087175,0.32520948880861145,0.484375,0,0.11907114489238727,0.0491943359375
5,0.0023453382891602814,0.00028571994311111766,0.004360068282121615,0.26611323218069066,1156,0.000765740616506725,0.000765740616506725,0.3371806276865257,0.484375,0,0.14690462117362757,0.05224609375
6,0.0016973513120319694,0.00027550188569947794,0.008316078770597306,0.5057536150883433,1364,0.0009546646319784254,0.0009546646319784254,0.35177241391543534,0.515625,0,0.17456845463491386,0.0562744140625
7,0.0021963119506835938,0.0005175210004387635,0.016721953904341353,0.895604673173718,1584,0.0011633897898662704,0.0011633897898662704,0.3668153585866364,0.515625,0,0.20054202313376968,0.062255859375
8,0.0006126858061179519,0.000096716834307367,0.02669758743459027,1.3450829412297742,1824,0.0013823243111211123,0.0013823243111211123,0.3811656734572358,0.546875,0,0.22426022221024994,0.06878662109375
9,0.0009512446240478312,0.000124604533491345,0.04778058561188039,1.972616429031737,2100,0.0016217506808706567,0.0016217506808706567,0.3955642536910064,0.546875,0,0.2474473618312348,0.0755615234375
10,0.0013558659702539444,0.00022222759317523647,0.07593378449163465,2.6240810261186396,2308,0.0018622610454747252,0.0018622610454747252,0.4089566808055736,0.578125,0,0.26716952998119714,0.0809326171875
11,0.001323699951171875,0.0002139583988571144,0.12512200472740245,3.759345103914723,2644,0.002076117398549078,0.002076117398549078,0.42680974989047726,0.609375,0,0.2865475263255407,0.0888671875
12,0.0022848397493362427,0.0003665322135136878,0.10600479481579644,3.3099155993691447,2496,0.0023183719933318435,0.0023183719933318435,0.44123985118154097,0.640625,0,0.30156913207321034,0.093017578125
13,0.0022420883178710938,0.0003425352586724771,0.16238347078352364,4.355634433953876,3020,0.002516136945604961,0.002516136945604961,0.4537358622500457,0.640625,0,0.31245788308518196,0.102813720703125
14,0.001611471176147461,0.0002988556753049561,0.14667901027975203,4.3779376626474305,3149,0.0028058483625366774,0.0028058483625366774,0.4602555418301748,0.671875,0,0.3226146516089167,0.116943359375
15,0.0013831257820129395,0.000217527537025978,0.198430635658916,5.580596406602759,3638,0.0031198434751240137,0.0031198434751240137,0.4647634600804712,0.671875,0,0.33488524906456824,0.13189697265625
16,0.00153350830078125,0.0002694620587847205,0.20109032023706536,5.877514930168188,3931,0.003504375350999501,0.003504375350999501,0.4701888874476565,0.703125,0,0.35520939300068427,0.14794921875
17,0.001987457275390625,0.00030495652471865947,0.20799747563965745,6.207720852333114,4244,0.003947279058670365,0.003947279058670365,0.47723117191374925,0.703125,0,0.3755025291499045,0.160675048828125
18,0.0016021728515625,0.000264199422852806,0.223403650778163,6.725296729806903,4678,0.004460265163709971,0.004460265163709971,0.4849852618979174,0.734375,0,0.4007533664994377,0.176513671875
19,0.0016021728515625,0.00029673823478199566,0.25976977454538724,7.639467637965257,5290,0.005044202886857196,0.005044202886857196,0.4919673986175924,0.734375,0,0.4278696154786477,0.195281982421875
20,0.0016164779663085938,0.0002602920999843723,0.28085940530374676,8.249431487512664,5818,0.00571221443534355,0.00571221443534355,0.4994000881918011,0.765625,0,0.4552154720214418,0.212890625
21,0.0014495849609375,0.00023639003650647764,0.29044712400576544,8.894170503852243,6425,0.006484984169043143,0.006484984169043143,0.5089041353730066,0.796875,0,0.48264648794286913,0.23486328125
