frame,divergence_max,divergence_rms,kinetic_energy,vorticity,measured_cells,mass,mass_inside,centroid_m,top_m,outflow_rate
1,0.0007104873657226563,0.00005631333684821213,0.000009793325555224422,0.0000000014905811338705215,57560,0.0013744831494832965,0.0013744831494832965,0.30007069420352706,0.44921875,0
2,0.0007045226375339553,0.000056627548419544076,0.00004252074797465757,0.005127460872417536,62424,0.002748552697817191,0.002748552697817191,0.30067851525270933,0.44921875,0
3,0.0006724199774907902,0.00005414686675701439,0.0000987793893282388,0.018066948180921333,66104,0.004121938216687991,0.004121938216687991,0.3018395840549866,0.44921875,0
4,0.0006366523011820391,0.000049885130956521256,0.00018035921667619188,0.030999620061214157,69204,0.005495217959019531,0.005495217959019531,0.3036831115975602,0.44921875,0
5,0.000586081667279359,0.000047781508495641246,0.0002890634421529892,0.04578304821890039,72436,0.006870258912217477,0.006870258912217477,0.30634033763680285,0.44921875,0
6,0.0005285922052280512,0.000048771601972164794,0.00042604490589554243,0.06485641412780367,75892,0.008249686605703003,0.008249686605703003,0.3099072192464126,0.45703125,0
7,0.0004955780241289176,0.00005217109872370349,0.0005917053095963864,0.08695797949659187,79284,0.009633748262008881,0.009633748262008881,0.3143544173440862,0.45703125,0
8,0.00054984927555779,0.00005936077893562548,0.0007880773750405429,0.11108605673199207,82968,0.011021813872084105,0.011021813872084105,0.31965519115681706,0.46484375,0
9,0.0006833756197011098,0.00006884289984946813,0.0010160825876019703,0.13482954830824603,86656,0.012411681441568768,0.012411681441568768,0.3257306085365027,0.47265625,0
10,0.0007509646020480432,0.00007797087581308349,0.0012785667291422928,0.15796268201434485,90540,0.013802303578260292,0.013802303578260292,0.33253686839025187,0.48046875,0
11,0.0009059479343704879,0.00007850034828664458,0.001575259753635572,0.17956624181139627,94284,0.015191156162512728,0.015191156162512728,0.3399878794650227,0.48828125,0
12,0.0007801055908203125,0.00008140977638534406,0.0019087823855298387,0.20036215033085245,98096,0.016575564855287946,0.016575564855287946,0.34808619083093534,0.49609375,0
13,0.0011372080771252513,0.00009797308752415331,0.0022800949361158943,0.2203235110141852,102064,0.017957715935825676,0.017957715935825676,0.35680142819323185,0.50390625,0
14,0.0009862894075922668,0.00008815744958686505,0.0026888063011942776,0.2398446946955447,105940,0.01933722241548145,0.01933722241548145,0.3661356959726065,0.51171875,0
15,0.0011011826100002509,0.00010642655491841128,0.0031354405705957987,0.2591532953848269,109676,0.02071256238059755,0.02071256238059755,0.3760813544623212,0.51953125,0
16,0.0010831894505827222,0.00010132050128267294,0.003627395912034304,0.279246991050959,114132,0.022082665663552888,0.022082665663552888,0.38657747807624254,0.53515625,0
17,0.0010037422180175781,0.00011076241068675836,0.00415781266310341,0.29929731089339795,118372,0.023448975766684733,0.023448975766684733,0.39759064127517435,0.54296875,0
18,0.0010959521678159945,0.00010959923200393925,0.0047297102655430735,0.32010613103179514,122744,0.024810633673348046,0.024810633673348046,0.40908157382973503,0.55859375,0
19,0.0010972023010253906,0.00012788139104676487,0.0053439878958196005,0.3411998646040191,127476,0.026172677517832813,0.026172677517832813,0.4210225050234275,0.57421875,0
20,0.001388929202221334,0.0001408689763088518,0.0059892147855213065,0.3622413588112054,131768,0.027542198519207885,0.027542198519207885,0.43334856471972744,0.58203125,0
21,0.0016094092279672623,0.00014699055248879465,0.006679023284054157,0.38368956406609017,136806,0.028915919084762275,0.028915919084762275,0.44598340435038475,0.59765625,0
22,0.0018086367344949394,0.00015795370328089994,0.00740460899079125,0.4059483067936446,142222,0.030295775264309304,0.030295775264309304,0.45883331758229473,0.61328125,0
23,0.0017908811569213867,0.00017166194304225934,0.008165843413946328,0.4287748380732704,147965,0.03168164366842482,0.03168164366842482,0.4717973053761704,0.62890625,0
