frame,divergence_max,divergence_rms,kinetic_energy,vorticity,measured_cells,mass,mass_inside,centroid_m,top_m,outflow_rate
108,0.00023690517991781235,0.000025037184419756567,0.01751637673678494,1.1671655720034653,50113,0.04682570530029348,0.046039434821922624,1.5427365983818528,1.8984375,0.01843120457262142
109,0.0002727806568145752,0.000024493284519438856,0.016763653993715103,1.16167476822299,49906,0.04602722474080008,0.04528747995361642,1.5499114303613406,1.8984375,0.016754733037051044
110,0.000248859403654933,0.000023687481107940157,0.01623231157664091,1.1605903048153328,50021,0.045324821743084234,0.04459758465548034,1.557664885181955,1.8984375,0.01560938163724563
111,0.0002652420662343502,0.000022947732586141068,0.015803118804692633,1.149396039605681,50183,0.04468531855619103,0.043967205351597594,1.5656262218376888,1.9140625,0.014517936612359505
112,0.0002685945946723223,0.00002275135708307434,0.015177740182527055,1.1320221632799075,49723,0.044070568991870486,0.04337253064791458,1.573594947321199,1.9140625,0.014168838394383527
113,0.00034373998641967773,0.00002194358969907828,0.015002480195244245,1.1403388656383686,50115,0.04349636158468888,0.04280745705899895,1.5817533106152395,1.9140625,0.014216063287571296
114,0.0002839434891939163,0.000020601301582161796,0.014644455115435285,1.1363776647751231,49865,0.04293870572614439,0.04224149929763939,1.5899667144945027,1.9140625,0.014381247396222985
115,0.00029218196868896484,0.000020092116803247416,0.01422793946927231,1.1289074427302763,49728,0.04240213567214356,0.04166606258060061,1.5982836330266283,1.9140625,0.01432742745849365
116,0.00025152252055704594,0.000018872260645648997,0.013720027520257366,1.1118112546745496,49292,0.041858722672246995,0.041094461679651216,1.6064354632449969,1.9140625,0.013845585068220324
117,0.0003284330014139414,0.000019141112599693043,0.013387099094256682,1.09707879955231,49038,0.04130356986853267,0.040532999141658956,1.6144334328813894,1.9140625,0.013271227197667924
118,0.00028624990954995155,0.0000191600939908769,0.013196066097894294,1.088252295161943,48701,0.0407577957759621,0.03998813915385129,1.6224663150803476,1.9296875,0.012888281517222636
119,0.00026387302204966545,0.000018436287903605935,0.01295356161632823,1.0711821512556154,47839,0.040228271741066864,0.03945614959795143,1.6306088758235553,1.9296875,0.012837738172914951
120,0.0003139791078865528,0.000018465297621694007,0.012830871584508118,1.063824416854488,47492,0.03971328272459359,0.038923703029881206,1.638841341233787,1.9296875,0.013367786220324305
