frame,divergence_max,divergence_rms,kinetic_energy,vorticity,measured_cells,mass,mass_inside,centroid_m,top_m,outflow_rate
1,0.000803142786026001,0.00015406124744730078,0.000004962242790786429,0.00000000034120019095671305,460,0.0013682047933798458,0.0013682047933798458,0.2985013940520446,0.453125,0
2,0.0011766903335228562,0.0002402556309339925,0.00003306999658943212,0.0024729787240925756,624,0.002735711579006147,0.002735711579006147,0.2990203703492415,0.453125,0
3,0.0011576443212106824,0.00023594496538227589,0.00009744206913707997,0.008701013328800756,744,0.004097671374570327,0.004097671374570327,0.29984933561175403,0.453125,0
4,0.001055787317454815,0.00022195862068366103,0.00019663569845170076,0.016322785158086984,829,0.005456037610574296,0.005456037610574296,0.3010940930639242,0.453125,0
5,0.0011703763157129288,0.00023974870278206876,0.0003363124996747143,0.025444724396605785,914,0.0068198581712649795,0.0068198581712649795,0.30299667096277766,0.453125,0
6,0.0009465217590332031,0.00019788781151270884,0.0005218795117443108,0.036618429569833556,1017,0.008172044170813485,0.008172044170813485,0.3052052742482995,0.453125,0
7,0.0010669194161891937,0.00019215830764757698,0.00075859843209542,0.050767008071616625,1136,0.009533982171163902,0.009533982171163902,0.30808430603699866,0.453125,0
8,0.0010884879156947136,0.0001894300768798007,0.0010423205631288671,0.06293994370383449,1242,0.010890399892564313,0.010890399892564313,0.3114884345692573,0.453125,0
9,0.0012581441551446915,0.00019199318122940892,0.0013749221641538682,0.07798295406731495,1363,0.012262212433268853,0.012262212433268853,0.3154600787409744,0.453125,0
10,0.0012829340994358063,0.00018454197030709192,0.0017565828279440588,0.09369484984232548,1479,0.013628319333342187,0.013628319333342187,0.3199836010331166,0.453125,0
11,0.0012709032744169235,0.0001774161329150869,0.002199067580714074,0.11182680830086042,1612,0.015017619660114358,0.015017619660114358,0.32502886653882895,0.484375,0
12,0.0010515600442886353,0.0001888059626753641,0.002688769820388201,0.13108390683821516,1745,0.016411431112890243,0.016411431112890243,0.3305105930520185,0.484375,0
13,0.001008749008178711,0.00019061241140311275,0.0032345986943631017,0.15053403716529623,1890,0.01782697036128925,0.01782697036128925,0.3365047627117429,0.484375,0
14,0.0010115951299667358,0.00018515834885603392,0.0038273979444319517,0.17161232195087983,2028,0.0192549089223014,0.0192549089223014,0.3427595059976437,0.484375,0
15,0.0010455548763275146,0.00019262470545870387,0.004469575265319432,0.1924986417681687,2179,0.020703287774094508,0.020703287774094508,0.3494136915410696,0.484375,0
16,0.0009560585021972656,0.00020274341669973637,0.005172684011129227,0.21354410996219492,2328,0.022164931877898416,0.022164931877898416,0.3563555832583729,0.515625,0
17,0.0009714365005493164,0.00021951206433807997,0.005942265867144208,0.23743192079364633,2503,0.023631179006223354,0.023631179006223354,0.3635489980933266,0.515625,0
18,0.0010040998458862305,0.00020585663740903547,0.006775735848898838,0.26123815314031684,2685,0.02512137446510599,0.02512137446510599,0.37093458104721244,0.515625,0
19,0.001181960105895996,0.00022488907677144677,0.0076453071824024695,0.2836340492466528,2855,0.026607128147937257,0.026607128147937257,0.37854500267488905,0.546875,0
20,0.0011576414108276367,0.0002361244836745691,0.008579577465027233,0.30607201704512715,3027,0.02810014908702759,0.02810014908702759,0.386325933487436,0.546875,0
21,0.0012285709381103516,0.00024325098860872662,0.009582682231618586,0.3315074661443778,3236,0.029599009518560856,0.029599009518560856,0.3942625480804803,0.546875,0
22,0.0013418495655059814,0.00023182848542648924,0.010666488767717,0.35788369216300736,3460,0.031113629985615506,0.031113629985615506,0.4023204998184023,0.578125,0
23,0.0014694929122924805,0.00022785862904453928,0.01176804562821112,0.3819491225838364,3663,0.032620430085808574,0.032620430085808574,0.4105603164708671,0.578125,0
24,0.0015181899070739746,0.00023414106726295022,0.012958188380720818,0.40823766910444637,3892,0.03411856071628189,0.03411856071628189,0.41884147486555195,0.578125,0
25,0.0012072324752807617,0.0002255101087220884,0.014196359435011165,0.4328177600554864,4113,0.03562920629019661,0.03562920629019661,0.4272549753412206,0.609375,0
26,0.0012903213500976563,0.00021794620378698564,0.015524375971300642,0.462532597656959,4375,0.03715417887126636,0.03715417887126636,0.43573807999728753,0.609375,0
27,0.0011399388313293457,0.00023279521256901805,0.01690391680888041,0.49069252116316797,4630,0.0386624279138773,0.0386624279138773,0.4442073240035321,0.609375,0
28,0.0012758970260620117,0.00024413846796280024,0.018370319831721414,0.5209065950661559,4913,0.040164813509887154,0.040164813509887154,0.45272374868261966,0.640625,0
29,0.0013086795806884766,0.0002348257970460665,0.01980080627013581,0.5447817221306319,5135,0.041665057932321885,0.041665057932321885,0.46123118198540797,0.640625,0
30,0.0014126896858215332,0.00023606208583655316,0.021379677976906014,0.5742121915089076,5432,0.043166342625909425,0.043166342625909425,0.46975151986298136,0.671875,0
31,0.0015042424201965332,0.0002710261201245311,0.02297609440797556,0.6040888107082323,5725,0.04468919782304387,0.04468919782304387,0.47830179698145237,0.671875,0
32,0.001752898097038269,0.0002778930287368123,0.024673386906466175,0.632974947391796,6013,0.04618520503386345,0.04618520503386345,0.48675088200495353,0.703125,0
33,0.0017748326063156128,0.0002652331847019847,0.026393266462654823,0.6636085607802732,6322,0.047685510248577395,0.047685510248577395,0.4952251831945352,0.703125,0
34,0.001583712175488472,0.00027591347291622964,0.028160609719989297,0.6927083425788657,6620,0.049179541929908574,0.049179541929908574,0.5035747492279029,0.703125,0
35,0.0018526911735534668,0.0003144810925237367,0.029993700119402382,0.7245088562457846,6950,0.05065742555548692,0.05065742555548692,0.5119063356393758,0.734375,0
36,0.0002562999725341797,0.00004406079313189114,0.0318086216096036,0.752392981817642,7252,0.05212418155955056,0.05212418155955056,0.520096797835895,0.734375,0
37,0.0015285462141036987,0.00027517993045187366,0.03380279621809541,0.7851152706970047,7597,0.053585183535350106,0.053585183535350106,0.5282224452063438,0.765625,0
38,0.001667112112045288,0.00029977960900145914,0.03584128930945688,0.8201352996779767,7970,0.05503220575665553,0.05503220575665553,0.5362262554742973,0.765625,0
39,0.0023941397666931152,0.0003148974473801606,0.03789282653014679,0.8499531601490873,8302,0.05648337947481463,0.05648337947481463,0.5441169325115657,0.796875,0
