frame,divergence_max,divergence_rms,kinetic_energy,vorticity,measured_cells,mass,mass_inside,centroid_m,top_m,outflow_rate
1,0.000013033626601099968,0.0000019600504932847237,0.000000019128851462366326,0.000130870072291552,65156,0.0013967717848278227,0.0013967717848278227,0.30003463672557174,0.44921875,0
2,0.000013517448678612709,0.000002078849758365491,0.0000001730758820537599,0.00044961363604797543,65672,0.002793543164291259,0.002793543164291259,0.30012645081774153,0.44921875,0
3,0.00001522731986369763,0.0000022596590029882578,0.0000006995175150495766,0.0011894208532836831,66892,0.0041903147317230325,0.0041903147317230325,0.3003046301920031,0.44921875,0
4,0.00001776730641722679,0.00000247470462870663,0.0000019520692134751973,0.002381279762997828,67752,0.005587087421491795,0.005587087421491795,0.30059761329243495,0.44921875,0
5,0.000017070470335056598,0.000002714967471711418,0.000004429009020797096,0.004154154047424185,68956,0.006983859945505486,0.006983859945505486,0.30103377378209045,0.44921875,0
6,0.000020314387711550808,0.000003002926886583951,0.000008743851245259696,0.006543547823029004,70120,0.008380632027098907,0.008380632027098907,0.30164419804276404,0.44921875,0
7,0.00002561509609222412,0.0000033626231947295866,0.00001565436208559449,0.009257574447098356,71120,0.00977740346966562,0.00977740346966562,0.30246248628450156,0.44921875,0
8,0.00002373072356931516,0.0000037559298978986743,0.000026098345753074164,0.012465453775359452,72368,0.011174175590224567,0.011174175590224567,0.30352610596975266,0.44921875,0
9,0.000026483088731765747,0.000004235926437157317,0.000041081760989073285,0.016166076662875183,73580,0.012570947928168229,0.012570947928168229,0.30487083060919595,0.44921875,0
10,0.000033875650842674077,0.000004712534223770273,0.00006187805069398051,0.020477045658584922,75028,0.013967720196050151,0.013967720196050151,0.30654039789392956,0.44921875,0
11,0.000043177479710720945,0.000005301850105160065,0.00008985405061703083,0.02559428495481294,76536,0.015364492617800159,0.015364492617800159,0.3085843789402756,0.45703125,0
12,0.00003980100154876709,0.000006014385565595851,0.00012659540201321763,0.031608806247851284,78188,0.016761265571888447,0.016761265571888447,0.3110561604329466,0.45703125,0
13,0.000041034072637557983,0.000006882793855785555,0.00017379475978509813,0.03842367187806615,79857,0.018158038373555414,0.018158038373555414,0.31400804144822375,0.45703125,0
14,0.00005184331166674383,0.000007834794976366215,0.0002330445984286077,0.04649321612502122,81672,0.019554811893354628,0.019554811893354628,0.31747621638311563,0.46484375,0
15,0.00005768914707005024,0.000008592087445650757,0.00030715328967854656,0.05649687169728711,83920,0.0209515824883793,0.0209515824883793,0.32148412225225037,0.46484375,0
16,0.00008177686140697915,0.000009712172478751646,0.00039822964640514957,0.06814707881145733,86320,0.022348355182854364,0.022348355182854364,0.326033472279336,0.47265625,0
17,0.00007164331509557087,0.000010802045991253799,0.0005092264364685906,0.08118047670192557,88964,0.023745129192540244,0.023745129192540244,0.3311329021379245,0.48046875,0
18,0.00011801567961811088,0.000012511233203972676,0.0006411663236097756,0.09420455207794269,91704,0.025141904834282948,0.025141904834282948,0.3367969526132367,0.48046875,0
19,0.00014570206610642344,0.000014470083098461364,0.0007974099465962328,0.1085345145776157,94552,0.02653867606372441,0.02653867606372441,0.34302935781946425,0.48828125,0
20,0.00016336963017238304,0.000015740761497834176,0.0009802735641951774,0.12312643639161626,97468,0.027935448667977893,0.027935448667977893,0.34983719951404363,0.49609375,0
21,0.0002178772542720253,0.000017009838443616692,0.001190513506577024,0.1372625309634301,100324,0.029332218124551983,0.029332218124551983,0.35723518954958683,0.50390625,0
22,0.00021874841422686586,0.000018283546859293083,0.001432081525621576,0.1526082238314714,103500,0.0307289891744672,0.0307289891744672,0.36523667303871976,0.51171875,0
23,0.00022594995971303433,0.000019882057736951532,0.0017047761651779632,0.1680537685028686,106664,0.03212576132947175,0.03212576132947175,0.3738497039505917,0.51953125,0
24,0.00018540304154157639,0.000021446739809019595,0.002009654497310608,0.18358717056650575,109896,0.03352253512789878,0.03352253512789878,0.3830723530111048,0.53515625,0
25,0.0002225637435913086,0.000023855408509872733,0.0023460757193969044,0.19882362523034325,113088,0.034919311153075366,0.034919311153075366,0.39289200113356126,0.54296875,0
26,0.00020062923431396484,0.00002622347318121446,0.002713507169494996,0.21419151884605434,116364,0.03631607895084856,0.03631607895084856,0.40328644728524266,0.55078125,0
27,0.0002157966337108519,0.000029171508211362044,0.003111220456273792,0.23039472943554823,119864,0.037712848397267296,0.037712848397267296,0.41422125601603144,0.56640625,0
28,0.0002574920654296875,0.00003291888055812837,0.003532199569400169,0.24635416391300227,123152,0.03910961541705176,0.03910961541705176,0.42563719747698103,0.57421875,0
29,0.00028228759765625,0.000036695907962819296,0.003976700582533968,0.2623421496760034,126840,0.040506385312916525,0.040506385312916525,0.43746226616729145,0.58984375,0
30,0.000335693359375,0.00004155447744882282,0.004437950175106828,0.2785866115959593,130568,0.04190315744957426,0.04190315744957426,0.449616786045132,0.60546875,0
31,0.00039342396485153586,0.00004495877792607812,0.004915450577717687,0.2948467495635614,134684,0.04329992831340785,0.04329992831340785,0.4619985703388395,0.61328125,0
32,0.00040149688720703125,0.000049709775971137295,0.005395843437543812,0.30941221567005894,138816,0.0446967005186321,0.0446967005186321,0.4745064879345694,0.62890625,0
33,0.00041484832763671875,0.00005131490692018469,0.0058621511771159065,0.32161693838347755,142708,0.04609347696600666,0.04609347696600666,0.4870239717160914,0.64453125,0
34,0.00043387687037466094,0.00005322611107049778,0.006324308299975841,0.3336847404804817,146822,0.047490251841011764,0.047490251841011764,0.4994326548999568,0.66015625,0
35,0.00045984983444213867,0.00005479362930269514,0.006765367015186372,0.3457058169827679,151172,0.04888702733209238,0.04888702733209238,0.5116357343526122,0.67578125,0
36,0.00045871734619140625,0.00005569658238004892,0.007179984157175289,0.3584528631925004,155442,0.050283797053701285,0.050283797053701285,0.5235575195225459,0.69140625,0
37,0.00045871734619140625,0.000055731267023613716,0.007573222202593699,0.3729811238240471,159804,0.05168057523536206,0.05168057523536206,0.5351510132093161,0.70703125,0
