frame,divergence_max,divergence_rms,kinetic_energy,vorticity,measured_cells,mass,mass_inside,centroid_m,top_m,outflow_rate,fuel_mass,flame_volume
1,0.0003557198215276003,0.00008734519658261851,0.00009054141400351432,0.006376219704242355,7776,0.00015982502529212077,0.00015982502529212077,0.30138226403206275,0.4609375,0,0.03065909153941724,0.0421295166015625
2,0.00014825910329818726,0.00001950803967266464,0.00039773675361610804,0.04243835210899968,8708,0.00032097226574918724,0.00032097226574918724,0.3083590740447744,0.4609375,0,0.06123534424334332,0.0425872802734375
3,0.000188200692718965,0.00003473857220681918,0.0009557301663835814,0.09446516896276903,9408,0.0004902798103213155,0.0004902798103213155,0.3168976009279938,0.4765625,0,0.09169054168449546,0.04412841796875
4,0.0002783536911010742,0.00005622434612425083,0.0018329578980820502,0.1720726384966263,10136,0.0006691856479504123,0.0006691856479504123,0.327955982915765,0.4921875,0,0.12199231015429593,0.0459747314453125
5,0.00097323750378564,0.00011566049693525885,0.003197604444884285,0.27979489555722786,11000,0.0008560614733869736,0.0008560614733869736,0.34115196634754047,0.5078125,0,0.15215564784140134,0.048370361328125
6,0.0010846853256225586,0.00017327585099900748,0.005049393743060398,0.4335337200188709,11792,0.0010548784669057937,0.0010548784669057937,0.356738052514253,0.5234375,0,0.18212149953914,0.051422119140625
7,0.001796722412109375,0.0003234465139147933,0.007799487060945552,0.6559899848643422,12688,0.0012674736056859698,0.0012674736056859698,0.37445981086586383,0.5390625,0,0.21184547685924424,0.0548095703125
8,0.00428009033203125,0.0005358110464388708,0.011404223771722719,0.9680665888620977,13548,0.0014957765650076228,0.0014957765650076228,0.3942460101582167,0.5546875,0,0.24128199812920315,0.0584869384765625
9,0.003864288330078125,0.0006669617823579393,0.015354496853801292,1.3537917836024402,14588,0.0017385747366550012,0.0017385747366550012,0.4142670152349029,0.5859375,0,0.2704259462113676,0.0628662109375
10,0.0052776336669921875,0.000762552953836917,0.021172680520755036,1.8562674601019231,15441,0.002001267443721702,0.002001267443721702,0.43485120804777283,0.6015625,0,0.29921827066825685,0.06803512573242188
11,0.009424686431884766,0.0012823551609390633,0.029538151590726636,2.5426833422283686,16259,0.0022870539090631093,0.0022870539090631093,0.45558011860226366,0.6328125,0,0.3253252254925765,0.07311248779296875
12,0.011265993118286133,0.0015635283152208403,0.04251050829948776,3.3449025095437372,17218,0.0025947438696742897,0.0025947438696742897,0.47598988109151114,0.6640625,0,0.345248860608915,0.07849884033203125
13,0.017299652099609375,0.0019792369867260777,0.058319833952028007,4.140970377672281,17780,0.0029195813722337244,0.0029195813722337244,0.49639127748626866,0.6953125,0,0.3668783962292324,0.08353805541992188
14,0.015339851379394531,0.0021807123745198704,0.07099420079680623,4.881786552119203,18507,0.003267806858272756,0.003267806858272756,0.5151414763604176,0.7109375,0,0.3893409627969353,0.08990859985351563
15,0.013981938362121582,0.0021238906008085247,0.07777399807481243,5.371544178434986,18856,0.0036416101329578626,0.0036416101329578626,0.530839595846442,0.7265625,0,0.4123959367309063,0.09466171264648438
16,0.015727996826171875,0.0021648695313635636,0.08501872269558937,5.942499561635529,19796,0.004037136438590821,0.004037136438590821,0.543875441215753,0.7578125,0,0.43554497651735363,0.09981536865234375
17,0.018661022186279297,0.0020745971278610205,0.09151576173061213,6.458500030087328,21023,0.004453848857125999,0.004453848857125999,0.5558429367705231,0.7734375,0,0.457519483457653,0.10517120361328125
18,0.015790939331054688,0.0021098656004871425,0.0947906671561861,6.84570548437394,22127,0.00489383039885477,0.00489383039885477,0.566772687127659,0.7890625,0,0.4789872964044189,0.11043548583984375
19,0.018787384033203125,0.0021064678418447375,0.09938313626679812,7.337065648359646,23625,0.005355666439596278,0.005355666439596278,0.5767894082656705,0.8046875,0,0.49956087889574674,0.11649322509765625
20,0.017930030822753906,0.002109998405382713,0.10850064591569107,7.825747412751041,24831,0.00584153118534189,0.00584153118534189,0.5867593676154981,0.8203125,0,0.5185953177197842,0.12199020385742188
21,0.01862359046936035,0.002244348457090594,0.11727790363866554,8.333806900110899,26348,0.006350837016238183,0.006350837016238183,0.596660984892982,0.8203125,0,0.5361831550689843,0.12736129760742188
22,0.018256187438964844,0.002153988488447171,0.11776146507301599,8.668375548896979,27613,0.006882637047158842,0.006882637047158842,0.6065698028509574,0.8359375,0,0.551981370833574,0.13280868530273438
23,0.015531301498413086,0.0021119888378085634,0.12342766543706504,8.962044653117315,28623,0.007438151418074726,0.007438151418074726,0.6166668722999256,0.8515625,0,0.5665815478162184,0.13861465454101563
24,0.014642715454101563,0.002157345250289671,0.13051173562459137,9.384209568371682,29733,0.00801881992065674,0.00801881992065674,0.6276381408861016,0.8671875,0,0.5802804776247716,0.14517593383789063
25,0.019536972045898438,0.0020587838315335896,0.13259892717132715,9.621441842121211,30752,0.00862982647724116,0.00862982647724116,0.6379466778392932,0.8828125,0,0.5927638304760308,0.1517486572265625
26,0.015390485525131226,0.002023783588728402,0.14001730417772743,10.05201464205094,31905,0.009267950648343723,0.009267950648343723,0.6491147708475342,0.8984375,0,0.6043516553714454,0.15780258178710938
27,0.014844179153442383,0.0020116391684394585,0.1424163693242327,10.299857420647802,33013,0.009934920837834049,0.009934920837834049,0.6615989972965052,0.9296875,0,0.6154650401917452,0.16509628295898438
28,0.014577865600585938,0.0019464701748976331,0.1455342601486547,10.591825281036584,34403,0.01063409876361288,0.01063409876361288,0.6737777150192789,0.9453125,0,0.62513371261931,0.17187881469726563
29,0.015155792236328125,0.0019462691150833066,0.14838119144518408,10.75603581454341,35632,0.011365931596109638,0.011365931596109638,0.6868814808766701,0.9609375,0,0.633344232244359,0.17948532104492188
30,0.015624046325683594,0.0019136212420191637,0.14948137558736202,11.000303577659789,37369,0.012132794191767523,0.012132794191767523,0.7002929083206177,0.9765625,0,0.6413212749820252,0.18677139282226563
31,0.019242286682128906,0.0018972808386610736,0.15013421285594106,11.147744514620056,39299,0.012932592979928008,0.012932592979928008,0.7140607616036703,1.0078125,0,0.6484130355817175,0.19391632080078125
32,0.015128493309020996,0.001808744932179081,0.1513399881135309,11.288161131663207,41088,0.013763400236984684,0.013763400236984684,0.728662493110233,1.0234375,0,0.6542893643320948,0.20124053955078125
33,0.014734268188476563,0.0018365062181305014,0.1543672844460534,11.509438661964918,43118,0.01462857403477676,0.01462857403477676,0.7436005922025767,1.0390625,0,0.659758127435871,0.208770751953125
34,0.013517379760742188,0.001680679745127557,0.15928103947162126,11.70585526652153,45163,0.015529345716846901,0.015529345716846901,0.7596134114530114,1.0703125,0,0.6644976195075366,0.21636199951171875
35,0.01431894302368164,0.0016606156664853474,0.15760161525395458,11.644420874955028,47004,0.016466699241234867,0.016466699241234867,0.7765803766226291,1.1015625,0,0.668246580734905,0.2244720458984375
36,0.017157673835754395,0.0016511940590652704,0.16530157273057025,11.932033942305981,49139,0.017442342173985062,0.017442342173985062,0.7942061391679912,1.1328125,0,0.6715208202018483,0.23172760009765625
37,0.015385627746582031,0.0016833679522381385,0.16784469030528465,12.001787440492084,51137,0.01845388772882286,0.01845388772882286,0.8123845418922834,1.1484375,0,0.6740038955401394,0.23993682861328125
38,0.01605391502380371,0.0016024263157047886,0.17641276972735553,12.267031322787899,52980,0.019504461196393198,0.019504461196393198,0.8316900703753511,1.1796875,0,0.6766295283992594,0.24868011474609375
39,0.017094016075134277,0.0015575574133066732,0.18342281414204611,12.568217133345984,55571,0.020597274887261097,0.020597274887261097,0.8517002879060812,1.2109375,0,0.6784927835687091,0.2571067810058594
40,0.015618324279785156,0.0015091479139089166,0.18760112896947465,12.64108273242427,57391,0.021729214465772927,0.021729214465772927,0.8722618800825773,1.2421875,0,0.6798457858786803,0.2661476135253906
41,0.016259193420410156,0.00147705279616553,0.1925804716130645,12.803162455281363,59891,0.02291005054835877,0.02291005054835877,0.8935175454241456,1.2734375,0,0.6799852362033336,0.2752723693847656
42,0.016981124877929688,0.0014695714447771602,0.20029639959280962,13.030075181251513,62150,0.024139564841626646,0.024139564841626646,0.9155365670403652,1.3046875,0,0.6799099045356508,0.2843513488769531
43,0.015230178833007813,0.0014899516040118084,0.21072492662971495,13.326038889485302,64463,0.025413294729418067,0.025413294729418067,0.9382911574589323,1.3359375,0,0.6796519884823345,0.2937126159667969
44,0.01511383056640625,0.0013480487711235803,0.2217962797887627,13.507302770470984,67322,0.026737869168245797,0.026737869168245797,0.9615824272128158,1.3828125,0,0.6785022298743176,0.3029632568359375
45,0.01657283306121826,0.001366826078543209,0.22847451462108198,13.577340577568087,69498,0.028114922401024627,0.028114922401024627,0.986204078725565,1.4140625,0,0.6768600017120365,0.3134193420410156
46,0.0187530517578125,0.0013669996041806923,0.23613160824704654,13.722683662871148,72706,0.02955047051142824,0.02955047051142824,1.0110591169201886,1.4453125,0,0.6747736565139217,0.3239250183105469
47,0.017744064331054688,0.0013090859546637905,0.24346119666705113,13.783299368225899,75574,0.031050043985829324,0.031050043985829324,1.0367287070909583,1.4765625,0,0.6722842522190824,0.33423614501953125
48,0.0162200927734375,0.0013090404063546728,0.2555877126847427,13.988950489088621,79193,0.03260693003581244,0.03260693003581244,1.0633506960871366,1.5078125,0,0.669615289297312,0.34423065185546875
49,0.0174102783203125,0.001304478743305906,0.26846351918948985,14.165335311831843,82531,0.034220328429012924,0.034220328429012924,1.0908655098839077,1.5390625,0,0.6659811878132212,0.35251617431640625
50,0.019623279571533203,0.0012722243318542392,0.2780075787386376,14.318996897394129,85724,0.035882213527605095,0.035882213527605095,1.1193371701385828,1.5703125,0,0.6619488294942701,0.3593025207519531
51,0.017057359218597412,0.0012287004733389428,0.29530076967910696,14.566796854467434,89724,0.03757881482517536,0.03757881482517536,1.1484579406132551,1.6171875,0,0.6572872073309306,0.3639564514160156
52,0.017303466796875,0.0012551491585706474,0.3115284297538552,14.878170294799311,93498,0.03930406093048037,0.03930406093048037,1.1782201465884417,1.6484375,0,0.652132085646121,0.3682861328125
53,0.016230106353759766,0.001231486373468001,0.32837475380116904,15.166868935761148,96718,0.04106141087360515,0.04106141087360515,1.2082749028001187,1.6796875,0,0.6468639963331526,0.3709144592285156
54,0.016651153564453125,0.0011957650155465585,0.34303336024279213,15.411564462231881,100607,0.04283549264630417,0.04283549264630417,1.2391627103948326,1.7265625,0,0.6418451973316326,0.37387847900390625
55,0.01755523681640625,0.0012198215427323676,0.3585204909465221,15.549090512735532,103631,0.04462319877114691,0.04462319877114691,1.270616222851003,1.7578125,0,0.6365400431470827,0.3744468688964844
56,0.01736927032470703,0.001169578877639617,0.3780242919944644,15.969311127638914,108183,0.04641734155929971,0.046410309402768635,1.3022844576293129,1.8046875,0.002316193371664405,0.6310777907976748,0.3754768371582031
57,0.015918731689453125,0.0011656180455311119,0.3991500657441454,16.368365856847706,112749,0.04821286525428004,0.04802973657351261,1.3340919359137582,1.8359375,0.009803282758843972,0.6261274677477032,0.3735237121582031
58,0.018425941467285156,0.0012067992000296265,0.4143625953003483,16.38447476924157,115406,0.04963674006467597,0.049242475374143786,1.3615304017065508,1.8828125,0.018108595940869384,0.6183081164936546,0.3657264709472656
59,0.020053550601005554,0.0012238183464907634,0.4262502398221723,16.33999013848117,117192,0.05061532811210569,0.05003146760155628,1.3846069109568142,1.8984375,0.02702642077428506,0.608045009705718,0.3562812805175781
60,0.018647193908691406,0.0011874259394671373,0.43803571989303386,16.276854007508653,118033,0.05125062550834857,0.0502785873585131,1.4047603291072417,1.9296875,0.0432136221394103,0.5986068787359922,0.3432464599609375
61,0.01892995834350586,0.0011937260803501835,0.43114478539778756,15.523268453487217,116153,0.05115436499049026,0.04966574402080921,1.4169070546135325,1.9453125,0.06057967515088609,0.5675979062057657,0.3239936828613281
62,0.018907546997070313,0.001134887802531712,0.4199940935236675,15.07905794050361,113922,0.050159616117360376,0.04828213515736591,1.4196607134790353,1.9609375,0.07033287161666188,0.537686708886018,0.3011741638183594
63,0.019440650939941406,0.0010958537654120076,0.40420738346501817,14.55208133441483,111552,0.048460547484996994,0.0463296015739868,1.415178328470295,1.9609375,0.07846447737993287,0.5123664730077709,0.28093719482421875
64,0.01670074462890625,0.0010267575003337617,0.3826099195400894,13.914270778725571,108760,0.04644576707346071,0.04404861592276799,1.4037761321129836,1.9765625,0.08266814335739839,0.48834228726351686,0.26702117919921875
65,0.014093875885009766,0.0010494552794452325,0.3626859506775619,13.49809645522879,105975,0.04410336643490639,0.041683415894127614,1.38564460698342,1.9765625,0.07607032692944089,0.4654188208906588,0.2564430236816406
66,0.015718460083007813,0.000985261224573954,0.34486809194605916,12.956805689978886,103147,0.04190882015972374,0.03948069805021364,1.3652126830547588,1.9765625,0.07399589378331425,0.4452528914305464,0.24955368041992188
67,0.016155242919921875,0.0009752079225431944,0.3295952471259485,12.797287879604585,100607,0.03982180010439925,0.037424778980509214,1.3425030128679767,1.9765625,0.0695534645519544,0.4259336706793859,0.24402236938476563
68,0.014272689819335938,0.0009596223942409576,0.3089562850415358,12.201971624835933,97357,0.03793467589388378,0.03558865662166649,1.3177711920112447,1.9765625,0.06351440914359721,0.4075232902787456,0.2395172119140625
69,0.013435125350952148,0.0009622127299870551,0.29085294841996473,11.881369341312555,95150,0.03620134345394089,0.033998226955452446,1.293299740002711,1.9765625,0.056767845381810324,0.3889454887397081,0.23482131958007813
70,0.011762619018554688,0.0009322502213751732,0.27972133903001933,11.625120106543962,93330,0.03489097679381672,0.032748847047058494,1.2723443525320128,1.9765625,0.05111134608569795,0.37194183268138686,0.23289871215820313
71,0.017070770263671875,0.000899511221724221,0.2650971505851417,11.25975525359628,91570,0.0338086477864253,0.03178705548490528,1.2532573781258285,1.9765625,0.04381078411502903,0.35535475711629233,0.23164749145507813
72,0.010392308235168457,0.0008788797456304012,0.25795769467035307,11.0978421165661,91126,0.032958984712586764,0.03105902018591288,1.2388726099368397,1.9765625,0.039428738279548126,0.33849662878959796,0.23098373413085938
73,0.01085960865020752,0.0008561104860964642,0.25267517551438023,10.984769017078927,91338,0.03233448842920837,0.030591495031426014,1.2280526290689977,1.9765625,0.032390143150757986,0.32174839186653986,0.23022842407226563
74,0.010789871215820313,0.0008425984792114828,0.25070949325928893,10.817797318210157,91531,0.03190874282318735,0.0303805733995889,1.222444539585633,1.9609375,0.02758404238136024,0.3052353551713218,0.23096466064453125
75,0.010732650756835938,0.0008001066997577816,0.24749686043439031,10.639122244703561,91927,0.03173769893593997,0.03032223163688362,1.2238279591946981,1.9609375,0.02542833181615473,0.2888284690917855,0.23242568969726563
76,0.009372711181640625,0.0007961861434913856,0.24595667749738348,10.419324419826598,91840,0.031734300414467786,0.030370744694515093,1.230024218101013,1.9609375,0.023599645131100484,0.2723054093534231,0.23323440551757813
77,0.008378028869628906,0.0007649485121838978,0.24624927576720387,10.247447409191638,92459,0.031782199618025114,0.03050750629560857,1.238912552291009,1.9609375,0.021796586899259635,0.25589556307841954,0.23155975341796875
78,0.009458065032958984,0.0007568069866400937,0.24693909561081778,10.074097082321419,92899,0.031858322764998455,0.030677854409488434,1.2503678173023058,1.9609375,0.021502618099656146,0.23977177633536,0.22812271118164063
79,0.009109973907470703,0.0007537428800603843,0.24948398776061192,9.89714626004146,93782,0.03197257140533007,0.030853614109129485,1.2635410209724438,1.9609375,0.021516352438938895,0.22396461681914792,0.22253036499023438
80,0.00904083251953125,0.000707747471246134,0.2540461920679038,9.835634069204664,95242,0.03200011299918463,0.03096803052549908,1.2779572181627883,1.9453125,0.02123243932731941,0.20835302585156698,0.21679306030273438
81,0.008711785078048706,0.0007068025610836655,0.26032824558714,9.79999439287048,96781,0.03202206680660837,0.031051663498670883,1.294112809305955,1.9453125,0.022251319692150915,0.19251637104857633,0.21082305908203125
82,0.008592605590820313,0.0006873707422648736,0.2649627081563149,9.7741139899992,98196,0.03199286223818323,0.031050369811375666,1.31069348211996,1.9453125,0.023610732730843284,0.17691368044798536,0.205169677734375
83,0.009986966848373413,0.0006962064399279764,0.2686420273262157,9.67347386910408,99690,0.031866421467982846,0.031018704528324052,1.3271692763004175,1.9296875,0.021504461338322987,0.16203696420482544,0.19905471801757813
84,0.008754730224609375,0.0006901275921751641,0.27634949522018326,9.721612195082368,102320,0.03178273726431812,0.0310424075699439,1.347168271558621,1.9296875,0.020342953871478487,0.1473907508731678,0.19318771362304688
85,0.008864402770996094,0.0006891306754562882,0.282664886724102,9.698788901935323,104539,0.031803519798238256,0.031026589498911253,1.370882504991633,1.9453125,0.02447846317210105,0.13336845772328987,0.18341064453125
86,0.007220268249511719,0.0006874146291420694,0.2915424472141636,9.78359073753486,106713,0.03172977916225885,0.030877191742668647,1.3928966077803975,1.9453125,0.027355122817227292,0.12017338287329625,0.1726226806640625
87,0.006627082824707031,0.0006741974525210239,0.29813055799821836,9.751539623191208,108056,0.031408869788910956,0.030467258871622355,1.4130649767809962,1.9453125,0.03078541541545821,0.10755594481541556,0.16414260864257813
88,0.006221771240234375,0.0006459094678147749,0.3028120453727331,9.728298293132104,109730,0.030865599084738935,0.029924985055790693,1.431274958718151,1.9453125,0.02977000084670231,0.09485693944420667,0.1572113037109375
89,0.0068416595458984375,0.0006369563914698759,0.30552542227063634,9.672551936436427,110576,0.03028601983794955,0.029379630551084515,1.4514531690661048,1.9453125,0.029541905768865326,0.08305951517361343,0.15044403076171875
90,0.006319522857666016,0.0006325517440793897,0.30826069514608606,9.672245368671073,111740,0.029723351172850816,0.02879457721302599,1.47285646605035,1.9453125,0.03177250995639561,0.07155456459660167,0.1397247314453125
91,0.005817413330078125,0.0006251866600460105,0.309344071115076,9.603697162035033,112576,0.02903593566982807,0.02808160172630561,1.4938293301335426,1.9609375,0.03458968908148066,0.05991737881431233,0.12527847290039063
92,0.006925106048583984,0.0006000737269233828,0.30761578138795787,9.447934781915084,112246,0.028187132867343142,0.027159414419411047,1.5140090746910808,1.9609375,0.0372301883502191,0.04873858692742733,0.1083831787109375
93,0.005939483642578125,0.0005663015922455624,0.2984529775579372,9.203699463632498,111269,0.027117463876722342,0.025996127962011995,1.5318331011056208,1.9609375,0.0410498361891229,0.03924462952791807,0.08958053588867188
94,0.005908966064453125,0.0005375717534091613,0.2886363629280874,9.053333625322445,110477,0.02578980320840872,0.024629785394422666,1.5462131105945751,1.9609375,0.04070554270691244,0.030639808079262924,0.07439422607421875
95,0.004910469055175781,0.0005121554491246787,0.27672198143092275,8.830984789971287,108948,0.024297957233900314,0.023146350139046576,1.5592665575793905,1.9609375,0.03852938967887627,0.023352373380803426,0.05950927734375
96,0.005031585693359375,0.0004813354858643912,0.26211727956862,8.533080495428193,107010,0.02281655117457947,0.021717595629756625,1.571348089416437,1.9609375,0.03722774218209225,0.01750150598387594,0.0478057861328125
97,0.0050792694091796875,0.00046759198337615454,0.24832353040717509,8.313661199079428,106011,0.021398462991781747,0.020334938190585555,1.582585379680306,1.9609375,0.03587766887936706,0.013141735929393331,0.03798675537109375
98,0.0047355592250823975,0.0004297610522514004,0.23375778454996704,8.03902023680777,104820,0.02005337410173981,0.01904241157399851,1.5931816278918853,1.9765625,0.031745393953990064,0.009136718015987897,0.029056549072265625
99,0.004658937454223633,0.0004042521675089211,0.21911150846100114,7.809859698300779,103709,0.018759010519832364,0.017799518620586926,1.6042617660913923,1.9765625,0.029182379391418514,0.0059668362086130865,0.022186279296875
100,0.0040073394775390625,0.00039010771630351503,0.20161280920471936,7.503199138794618,101907,0.01756422916143096,0.016611149552124505,1.6154430085705822,1.9765625,0.02927680494303776,0.0031550088464270564,0.01549530029296875
101,0.004212379455566406,0.000377055661858915,0.187384633814891,7.322464992744891,100811,0.01637137818520131,0.015387682222533595,1.6231823235612808,1.9765625,0.03069404333792325,0.0011491993752177413,0.00908660888671875
102,0.0060201287269592285,0.00035330079699903743,0.17332521607157744,7.208546566291995,100144,0.015079154197997362,0.014109221462189155,1.625601509554775,1.9765625,0.028518545162156694,0.00019817685782748764,0.004009246826171875
103,0.004302978515625,0.000349383837776236,0.16118031356427986,7.094971767949454,99328,0.013759213329411296,0.01287020796443778,1.6247414608346709,1.9765625,0.02511866336146387,0.000008023407488132444,0.00069427490234375
104,0.004832267761230469,0.0003432440921053842,0.14830591382190006,7.021924394007447,99056,0.012615332163053813,0.01182045554513819,1.622369049333601,1.9765625,0.021589878931469172,0,0
105,0.0044345855712890625,0.0003398250668371885,0.13628058700279452,6.926338287010023,98679,0.011663559923957099,0.010941545190129447,1.6198008569848197,1.9765625,0.018732638136575473,0,0
106,0.0053324103355407715,0.0003418392299057142,0.12522148962967983,6.915772027279775,99347,0.010868597733757876,0.010195896560286086,1.61702820196849,1.9765625,0.015771554839775423,0,0
107,0.0042572021484375,0.0003390103252373586,0.11760957483508756,6.97521705980701,100779,0.010169529592750009,0.009561602721680187,1.6135487706986287,1.9765625,0.012757420055549034,0,0
108,0.005464076995849609,0.0003622809230148861,0.11033709557716596,7.011964982705625,102204,0.009589049754888506,0.009036987537517164,1.6102857551836143,1.9765625,0.010592885056947535,0,0
109,0.006632804870605469,0.0003837593564752606,0.10538236014671098,7.018192038964238,103639,0.009074909520104976,0.008595692055459557,1.6069785574632554,1.9765625,0.009185819300536418,0,0
110,0.007909774780273438,0.0004150737689644918,0.10105964867258638,7.049355272827873,105068,0.008651295682766432,0.00822331813026387,1.6040490862589227,1.9609375,0.007985357981937715,0,0
111,0.009707450866699219,0.00043663591917311246,0.10086460017925893,7.3114640098705,108150,0.00827997442776415,0.007898809757284271,1.6009226759359607,1.9609375,0.006899449768958822,0,0
112,0.009942054748535156,0.0004327345711580288,0.10115359530599957,7.471817785501728,111121,0.007946111577230434,0.007603739815200436,1.597863568021655,1.9609375,0.006250225025182024,0,0
113,0.010265827178955078,0.0004448263075451795,0.10331939904992214,7.7098808730097,114510,0.007644835727540409,0.007333870239197224,1.5945796433338248,1.9609375,0.005829340453203036,0,0
114,0.0091094970703125,0.00045033497217985196,0.10168974480980505,7.84034521893747,117875,0.007369546978194502,0.007082430516397626,1.591103771884124,1.9609375,0.00544260799169755,0,0
115,0.007152557373046875,0.00044445879599006944,0.10165627803294022,8.015102201355823,121508,0.007113946492969932,0.0068481298272748915,1.5874238886158702,1.9609375,0.005059341512969593,0,0
116,0.005511045455932617,0.0004326325468877162,0.10257853343427216,8.202339216631596,125650,0.006887426908312051,0.0066382864184818405,1.5838410783603094,1.9609375,0.004649552905540816,0,0
117,0.0064487457275390625,0.0004396650086087238,0.10568927509271187,8.432999318581944,129922,0.006684623254667782,0.006446700078906004,1.580511744236854,1.9609375,0.004292199092242895,0,0
118,0.007216453552246094,0.0004617322113386421,0.11001195621094167,8.66142448507678,134895,0.0065005006753141295,0.006267738226225081,1.5773656787164745,1.9609375,0.003956129803814087,0,0
119,0.0069408416748046875,0.0004704151588954859,0.11378312996992049,8.814172279377388,139919,0.0063265420884786126,0.006102645089674516,1.5739801991113367,1.9609375,0.0037044419234491277,0,0
120,0.007061004638671875,0.0004822727535586927,0.11912912140433855,8.979833833936246,144310,0.006163187236288016,0.005946330063058994,1.5706474002100235,1.9609375,0.0036509995572607938,0,0
