frame,divergence_max,divergence_rms,kinetic_energy,vorticity,measured_cells,mass,mass_below,centroid_m,top_m,outflow_rate
1,0.0004614591598510742,0.00011551062777948471,0.000004747727664879019,0.00000000032784004325022574,460,0.0013682047933798458,0.0013682047933798458,0.2985013940520446,0.453125,0
2,0.00044227989928913303,0.00011483736682162,0.000025645932782265917,0.0020418544327103823,624,0.002735628032556576,0.002735628032556576,0.29900161733743613,0.453125,0
3,0.00047418235044460744,0.0001139039575817253,0.00006394501537608535,0.006611688735303654,712,0.004101478469418374,0.004101478469418374,0.29986969846422784,0.453125,0
4,0.0005287144886096939,0.00011517736183705579,0.00011964611195245918,0.013202173843758849,780,0.005464599513352712,0.005464599513352712,0.30114076246081983,0.453125,0
5,0.0005992203950881958,0.00012132512514701454,0.00019949460192175494,0.022175887417506004,852,0.006823904578327957,0.006823904578327957,0.30286381893048125,0.453125,0
6,0.0006753190536983311,0.0001264569736344742,0.0003057382695314998,0.035199598166143105,956,0.00817915652580933,0.00817915652580933,0.3050799912062019,0.453125,0
7,0.000723520468454808,0.00012952130152192007,0.000431197466120688,0.04699190107702824,1032,0.009530407241508429,0.009530407241508429,0.3078457072648501,0.453125,0
8,0.0007634795038029552,0.00013745544934299015,0.0005930281392581646,0.06414054883947531,1132,0.0108754562658515,0.0108754562658515,0.31121879371745925,0.453125,0
9,0.0008224844350479543,0.000142666642970569,0.0007921663002845053,0.08193671566633894,1232,0.012221466897721679,0.012221466897721679,0.31524107179410815,0.453125,0
10,0.0007545761181972921,0.00013372789211452932,0.000997144230906558,0.1016002989086126,1320,0.013567809855380555,0.013567809855380555,0.3199681906375415,0.453125,0
11,0.0007019653057795949,0.0001448636443401268,0.0012525980259442636,0.12513821617887605,1452,0.014922274837526846,0.014922274837526846,0.3254008355320524,0.484375,0
12,0.0007517046469729394,0.00015768883635918757,0.0015172145633351628,0.14751588193111087,1524,0.01628159653528646,0.01628159653528646,0.33156202120828565,0.484375,0
13,0.0009875415853457525,0.00019846108799478215,0.0018294897994439708,0.17556918555022827,1652,0.017649600389876192,0.017649600389876192,0.3384418606707415,0.484375,0
14,0.0013253387151053175,0.0002536898856560667,0.002143051978973361,0.19534339786210786,1720,0.019034792255306014,0.019034792255306014,0.345952223352977,0.484375,0
15,0.0016870874678716063,0.0003132466416889244,0.002508720368687182,0.22013952941665413,1840,0.020442040563244765,0.020442040563244765,0.35393743495606417,0.484375,0
16,0.002191169623984024,0.000413952673426771,0.0028938822521431084,0.24218097613114298,1936,0.02183609168751388,0.02183609168751388,0.36231629577017427,0.515625,0
17,0.0021089462970849127,0.0004177961510196088,0.0033138503046038137,0.2672673026242416,2044,0.02326763265568181,0.02326763265568181,0.371345781716225,0.515625,0
18,0.0024950671358965337,0.0004826922034169477,0.0037497211248274467,0.28900462049314074,2088,0.024691651759460153,0.024691651759460153,0.38065055730957675,0.515625,0
19,0.0005360746508813463,0.00007351984200565448,0.004229767179833112,0.31203768245400504,2204,0.02615338309604294,0.02615338309604294,0.3903060667013152,0.515625,0
20,0.0006176463284646161,0.0000792158230859224,0.004737837834334521,0.33379723125839705,2292,0.02762525698360243,0.02762525698360243,0.4002433474614917,0.546875,0
21,0.0005894847854506224,0.00007551238739291526,0.0052444591222057186,0.3551727551551448,2396,0.02905712466737716,0.02905712466737716,0.41023072798100507,0.546875,0
22,0.0006027330564393196,0.00007830774454957653,0.00580097691725183,0.3769261237106377,2520,0.030473409470386965,0.030473409470386965,0.4202797993203112,0.546875,0
23,0.000603580214374233,0.00007228432823517716,0.006343219410135374,0.39855101905093687,2620,0.031822880660362304,0.031822880660362304,0.43016864255786996,0.546875,0
24,0.0007256937242345884,0.00008151268924390887,0.00690961378772913,0.42037188379142243,2756,0.033213843281135996,0.033213843281135996,0.44018612303988885,0.578125,0
25,0.0007252570103446487,0.00010157242701603409,0.007453964705462159,0.44241828855651805,2864,0.034440421304079365,0.034440421304079365,0.4498008391221895,0.578125,0
26,0.0006522779976876336,0.00011660134723783989,0.007934947005593702,0.46382774576486635,2868,0.03567110405054728,0.03567110405054728,0.45910442866344503,0.578125,0
27,0.0007327952625928447,0.00012951321587802744,0.008444920259928903,0.49165835730510593,3039,0.03685556413721555,0.03685556413721555,0.46815239999023034,0.609375,0
28,0.000719358264177572,0.00013042474575228384,0.008874759616176385,0.5154180982814933,3136,0.03800733891830295,0.03800733891830295,0.4766043643748815,0.609375,0
29,0.00047807616647332907,0.00010973899982938893,0.009281644250031102,0.5403534007764353,3302,0.03912943225715054,0.03912943225715054,0.48477028284557283,0.609375,0
30,0.0008090289011306595,0.0001391891214062618,0.009552184254817962,0.5633851587501492,3403,0.04020592217206194,0.04020592217206194,0.4923223999603362,0.609375,0
31,0.0010196173025178723,0.0001533676365859411,0.009769537941577705,0.5848277626294374,3497,0.041439196701991865,0.041439196701991865,0.49947179925054025,0.640625,0
32,0.0010166960892092902,0.0001405829034381223,0.009976119633426768,0.6104570971924886,3641,0.0425947278141947,0.0425947278141947,0.5061595831126553,0.640625,0
33,0.0010059553751489148,0.00014039639305511587,0.010185129975771957,0.637006562182174,3842,0.04357084037724909,0.04357084037724909,0.5119193866703857,0.640625,0
